id_proveedor,nombre_proveedor,numero_factura,fecha,total_compra,descuentos,importe_base,credito_fiscal
1020757027,PIL ANDINA S.A.,11797,2023-01-06,1775.95,12.27,1763.68,229.28
1006843022,PROESA,6,2023-01-06,59.16,0.0,59.16,7.69
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,5,2023-01-06,472.5,4.76,467.74,60.81
1020757027,PIL ANDINA S.A.,8222,2023-01-05,2103.12,28.44,2063.16,268.21
1020649021,COMPANEX BOLIVIA S.A.,407,2023-01-05,2551.1,0.0,2551.1,331.64
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,64285,2023-01-04,686.5,0.0,686.5,89.25
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,64279,2023-01-04,645.0,0.0,645.0,83.85
1027255022,AJINOMOTO DEL PERU SA. SUCURSAL BOLIVIA,439,2023-01-04,28.0,0.0,28.0,3.64
1020757027,PIL ANDINA S.A.,5367,2023-01-04,1738.6,6.16,1732.44,225.22
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,1239,2023-01-04,4061.5,181.16,3278.42,426.19
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,7892,2023-01-04,1003.35,0.0,933.82,121.4
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,7890,2023-01-04,745.54,0.0,696.46,90.54
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,7891,2023-01-04,747.2,0.0,660.72,85.89
1020757027,PIL ANDINA S.A.,3239,2023-01-03,736.3,0.0,736.3,95.72
1017655025,BIS OVERSEAS BOLIVIA S.R.L.,650,2023-01-03,545.9,0.0,441.12,57.35
1020757027,PIL ANDINA S.A.,1475,2023-01-02,2118.88,0.0,2095.84,272.46
2873924018,Maria Del Rosario Venegas Revollo de Jaldin,5246,2023-02-28,1587.0,63.48,1523.52,198.06
1020539025,INDUSTRIAS VENADO S.A.,262187,2023-02-28,146.7,0.0,146.7,19.07
1020539025,INDUSTRIAS VENADO S.A.,262186,2023-02-28,1022.97,0.0,1022.97,132.99
1020539025,INDUSTRIAS VENADO S.A.,262185,2023-02-28,2020.11,102.23,1917.88,249.32
1020539025,INDUSTRIAS VENADO S.A.,262156,2023-02-28,208.38,27.18,181.2,23.56
403420021,VEMASSA ALIMENTOS Y BEBIDAS S.A.,22541,2023-02-28,135.3,24.18,96.72,12.57
1028159020,INPASTAS S.A.,26865,2023-02-27,556.6,0.0,556.6,72.36
1020757027,PIL ANDINA S.A.,130660,2023-02-27,1950.2,104.14,1792.3,233.0
1020397027,ADMINISTRADORA DE TARJETAS DE CREDITO S.A. - A.T.C. S.A.,185469,2023-02-27,708.9,0.0,708.9,92.16
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,56241,2023-02-27,2775.0,148.49,2194.51,285.29
1020229024,C.B.N.,56240,2023-02-27,287.99,0.0,217.79,28.31
1017655025,BIS OVERSEAS BOLIVIA S.R.L.,1566,2023-02-27,467.9,0.0,375.09,48.76
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,24386,2023-02-27,950.4,0.0,950.4,123.55
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,102490,2023-02-25,1014.04,0.0,1014.04,131.83
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,102488,2023-02-25,545.25,24.03,521.22,67.76
1023233029,Industrias de Aceite S.A.,52961,2023-02-25,3274.84,15.59,3259.25,423.7
1020757027,PIL ANDINA S.A.,128243,2023-02-25,1525.31,23.2,1492.91,194.08
1020317028,MINOIL SA,37455,2023-02-25,1299.84,0.0,1299.84,168.98
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,282006,2023-02-25,1531.81,0.0,1483.33,192.83
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,282007,2023-02-25,454.54,0.0,397.9,51.73
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,282008,2023-02-25,4737.71,0.0,4132.91,537.28
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,282005,2023-02-25,1298.16,0.0,1162.8,151.16
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,6,2023-02-24,211.82,0.0,211.82,27.54
1020757027,PIL ANDINA S.A.,125558,2023-02-24,3068.1,133.58,2843.32,369.63
1020647023,AIDISA - BOLIVIA S.A.,9625,2023-02-24,3432.86,118.27,3314.59,430.9
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,56239,2023-02-24,4286.51,213.83,3243.86,421.7
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,4,2023-02-24,605.3,3.39,601.91,78.25
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,100115,2023-02-23,838.35,24.03,814.32,105.86
1028547029,FRIGORIFICO DEL ORIENTE S.A.,898,2023-02-23,245.0,0.0,245.0,31.85
1023233029,Industrias de Aceite S.A.,52528,2023-02-23,933.49,6.39,927.1,120.52
1020757027,PIL ANDINA S.A.,120584,2023-02-23,1550.58,9.16,1541.42,200.38
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,53311,2023-02-23,1774.0,49.5,1548.78,201.34
1028159020,INPASTAS S.A.,26383,2023-02-22,916.8,0.0,916.8,119.18
1020757027,PIL ANDINA S.A.,117897,2023-02-22,1624.32,36.46,1587.86,206.42
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,24139,2023-02-22,277.5,0.0,277.5,36.08
1020757027,PIL ANDINA S.A.,114670,2023-02-20,1242.5,14.44,1228.06,159.65
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,97003,2023-02-18,1123.09,0.0,1123.09,146.0
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,96984,2023-02-18,504.08,0.0,504.08,65.53
1023233029,Industrias de Aceite S.A.,52358,2023-02-18,3697.74,24.36,3673.38,477.54
1015067025,OPERACIONES DEL PACIFICO LTDA.,153,2023-02-18,750.0,0.0,750.0,97.5
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,256729,2023-02-18,338.41,0.0,295.21,38.38
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,256727,2023-02-18,2171.91,0.0,1899.46,246.93
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,256728,2023-02-18,1866.44,0.0,1792.01,232.96
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,256726,2023-02-18,7060.04,0.0,6221.48,808.79
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,8,2023-02-17,587.8,0.0,587.8,76.41
199426022,INDUSTRIAS AJEBOLIVIA S.A.,427243,2023-02-17,143.0,0.0,134.36,17.47
1028783020,A.J. VIERCI  S.R.L.,5114,2023-02-17,655.2,52.68,602.52,78.33
1020757027,PIL ANDINA S.A.,111918,2023-02-17,3195.4,11.36,3143.72,408.68
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,48098,2023-02-17,1995.51,9.9,1491.81,193.94
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,95056,2023-02-16,285.0,0.0,285.0,37.05
1023233029,Industrias de Aceite S.A.,51889,2023-02-16,2101.73,21.03,2080.7,270.49
1020757027,PIL ANDINA S.A.,109622,2023-02-16,1610.5,1.68,1608.82,209.15
1020649021,COMPANEX BOLIVIA S.A.,6826,2023-02-16,2136.5,0.0,2136.5,277.75
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,93767,2023-02-15,1124.1,0.0,1124.1,146.13
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,93761,2023-02-15,707.76,0.0,707.76,92.01
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,93716,2023-02-15,585.06,0.0,585.06,76.06
1028703022,MAYOREO Y DISTRIBUCION S.A.,253,2023-02-15,923.7,0.0,923.7,120.08
1020757027,PIL ANDINA S.A.,105629,2023-02-15,1540.92,13.03,1525.01,198.25
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,233545,2023-02-15,511.42,0.0,454.78,59.12
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,233544,2023-02-15,1999.02,0.0,1841.08,239.34
1020757027,PIL ANDINA S.A.,102500,2023-02-14,1972.2,24.52,1938.48,252.0
1020539025,INDUSTRIAS VENADO S.A.,252206,2023-02-14,2487.19,36.64,2450.55,318.57
1020539025,INDUSTRIAS VENADO S.A.,252173,2023-02-14,466.5,27.0,439.5,57.14
1020539025,INDUSTRIAS VENADO S.A.,252172,2023-02-14,1587.96,124.24,1463.72,190.28
1020539025,INDUSTRIAS VENADO S.A.,252171,2023-02-14,2307.98,0.0,2307.98,300.04
1020539025,INDUSTRIAS VENADO S.A.,252167,2023-02-14,54.0,0.0,54.0,7.02
1015067025,OPERACIONES DEL PACIFICO LTDA.,514,2023-02-14,1645.2,0.0,1645.2,213.88
1020757027,PIL ANDINA S.A.,100357,2023-02-13,1727.26,22.68,1704.58,221.6
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,42566,2023-02-13,2533.01,6.91,2095.03,272.35
1020229024,CERVECERIA BOLIVIANA NACIONAL S.A.,42567,2023-02-13,1182.01,15.0,817.33,106.25
1028159020,INPASTAS S.A.,25463,2023-02-11,1203.0,0.0,1203.0,156.39
1023233029,Industrias de Aceite S.A.,51117,2023-02-11,3001.32,18.15,2983.17,387.81
1020757027,PIL ANDINA S.A.,96798,2023-02-11,1773.2,0.0,1773.2,230.52
1020317028,MINOIL SA,36001,2023-02-11,1543.56,0.0,1543.56,200.66
1020317028,MINOIL SA,36000,2023-02-11,1236.66,0.0,1236.66,160.77
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,214984,2023-02-11,866.09,0.0,831.83,108.14
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,214983,2023-02-11,1110.77,0.0,1052.5,136.83
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,23648,2023-02-11,806.9,0.0,806.9,104.9
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,38,2023-02-10,426.78,27.45,399.33,51.91
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,37,2023-02-10,85.68,0.0,85.68,11.14
199426022,INDUSTRIAS AJEBOLIVIA S.A.,425605,2023-02-10,280.5,0.0,252.56,32.83
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,90137,2023-02-10,712.51,0.0,712.51,92.63
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,90074,2023-02-10,354.84,27.9,326.94,42.5
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,90048,2023-02-10,1181.4,0.0,1181.4,153.58
1020757027,PIL ANDINA S.A.,94259,2023-02-10,1808.3,0.0,1808.3,235.08
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,29,2023-02-10,365.25,2.04,363.21,47.22
1023233029,Industrias de Aceite S.A.,50787,2023-02-09,1273.42,10.21,1263.21,164.22
1020757027,PIL ANDINA S.A.,914000,2023-02-09,1469.56,6.14,1458.82,189.65
1028703022,MAYOREO Y DISTRIBUCION S.A.,151,2023-02-08,368.0,0.0,368.0,47.84
1028703022,MAYOREO Y DISTRIBUCION S.A.,150,2023-02-08,2527.02,0.0,2527.02,328.51
1020757027,PIL ANDINA S.A.,88706,2023-02-08,1444.5,27.58,1416.92,184.2
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,195816,2023-02-08,106.8,0.0,98.04,12.75
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,195813,2023-02-08,1141.52,0.0,1042.54,135.53
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,195815,2023-02-08,235.4,0.0,221.0,28.73
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,195814,2023-02-08,1185.26,0.0,1123.17,146.01
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,87181,2023-02-07,1044.12,0.0,1044.12,135.74
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,87179,2023-02-07,378.3,0.0,378.3,49.18
1020757027,PIL ANDINA S.A.,86210,2023-02-07,2518.48,26.52,2408.44,313.1
1020647023,AIDISA - BOLIVIA S.A.,9205,2023-02-07,4284.9,132.75,4152.15,539.78
1020539025,INDUSTRIAS VENADO S.A.,247562,2023-02-07,1035.78,97.32,938.46,122.0
1020539025,INDUSTRIAS VENADO S.A.,247553,2023-02-07,877.23,0.0,877.23,114.04
1020539025,INDUSTRIAS VENADO S.A.,247552,2023-02-07,1750.65,0.0,1750.65,227.58
1020539025,INDUSTRIAS VENADO S.A.,247519,2023-02-07,54.0,0.0,54.0,7.02
1020539025,INDUSTRIAS VENADO S.A.,247500,2023-02-07,242.0,0.0,242.0,31.46
1020229024,C.B.N.,34768,2023-02-07,1792.01,0.0,1458.68,189.63
1015067025,OPERACIONES DEL PACIFICO LTDA.,700,2023-02-07,91.8,0.0,91.8,11.93
1015067025,OPERACIONES DEL PACIFICO LTDA.,699,2023-02-07,198.0,0.0,198.0,25.74
1028737025,Ingenio Azucarero Guabirá,2472,2023-02-06,2835.0,0.0,2835.0,368.55
1028737025,Ingenio Azucarero Guabirá,2450,2023-02-06,800.0,0.0,654.4,85.07
1020757027,PIL ANDINA S.A.,85124,2023-02-06,2333.62,7.77,2320.09,301.61
1017655025,BIS OVERSEAS BOLIVIA S.R.L.,1211,2023-02-06,573.4,0.0,468.62,60.92
1028159020,INPASTAS S.A.,24568,2023-02-04,465.4,0.0,465.4,60.5
1020757027,PIL ANDINA S.A.,80700,2023-02-04,1525.4,0.0,1525.4,198.3
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,179053,2023-02-04,1746.79,0.0,1645.07,213.86
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,179054,2023-02-04,976.49,0.0,928.97,120.77
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,48,2023-02-03,1219.73,0.0,1219.73,158.56
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,84113,2023-02-03,995.04,0.0,995.04,129.36
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,84108,2023-02-03,708.76,0.0,708.76,92.14
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,84106,2023-02-03,192.55,0.0,192.55,25.03
1023233029,Industrias de Aceite S.A.,50082,2023-02-03,205.0,2.05,202.95,26.38
1023233029,Industrias de Aceite S.A.,50068,2023-02-03,4786.86,24.02,4762.84,619.17
1020757027,PIL ANDINA S.A.,80213,2023-02-03,1342.4,2.0,1340.4,174.25
1006843022,PROESA,6,2023-02-03,124.9,0.0,124.9,16.24
1006843022,PROESA,5,2023-02-03,141.6,0.0,141.6,18.41
1020757027,PIL ANDINA S.A.,76546,2023-02-02,1093.5,2.2,1091.3,141.87
1020649021,COMPANEX BOLIVIA S.A.,4620,2023-02-02,2119.5,0.0,2119.5,275.54
1028703022,MAYOREO Y DISTRIBUCION S.A.,244,2023-02-01,1340.88,0.0,1340.88,174.31
1020757027,PIL ANDINA S.A.,72700,2023-02-01,1412.98,2.28,1410.7,183.39
1020757027,PIL ANDINA S.A.,69755,2023-02-01,1444.44,0.0,1437.53,186.88
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,160071,2023-02-01,993.9,0.0,915.65,119.03
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,160070,2023-02-01,1554.73,0.0,1433.58,186.37
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,5,2023-03-31,58.8,0.0,58.8,7.64
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,4,2023-03-31,232.26,0.0,232.26,30.19
1023233029,Industrias de Aceite S.A.,57892,2023-03-31,3843.26,26.57,3816.69,496.17
1006843022,PROESA,2,2023-03-31,69.1,0.0,69.1,8.98
1027255022,AJINOMOTO DEL PERU SA. SUCURSAL BOLIVIA,1139,2023-03-30,28.0,0.0,28.0,3.64
1020757027,PIL ANDINA S.A.,209255,2023-03-30,1415.48,0.0,1415.48,184.01
1020649021,COMPANEX BOLIVIA S.A.,3776,2023-03-30,2191.0,0.0,2191.0,284.83
1020493029,COMPAÑIA DE ALIMENTOS LTDA,3516,2023-03-30,1530.54,71.0,1459.54,189.74
1020397027,ADMINISTRADORA DE TARJETAS DE CREDITO S.A. - A.T.C. S.A.,198474,2023-03-30,520.41,0.0,520.41,67.65
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,461649,2023-03-30,835.47,0.0,710.09,92.31
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,13,2023-03-29,58.8,0.0,58.8,7.64
1028703022,MAYOREO Y DISTRIBUCION S.A.,460,2023-03-29,1183.88,0.0,1183.88,153.9
1020757027,PIL ANDINA S.A.,204582,2023-03-29,1199.59,0.0,1190.37,154.75
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,454865,2023-03-29,1032.5,0.0,950.42,123.55
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,454864,2023-03-29,1263.92,0.0,1213.75,157.79
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,454866,2023-03-29,52.2,0.0,49.32,6.41
456972021,Comercialización y Distribución DKSA LTDA,457,2023-03-29,2477.52,0.0,2477.52,322.08
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,128988,2023-03-28,1016.63,0.0,1016.63,132.16
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,128983,2023-03-28,313.08,27.9,285.18,37.07
1027255022,AJINOMOTO DEL PERU SA. SUCURSAL BOLIVIA,1117,2023-03-28,16.0,0.0,16.0,2.08
1023233029,Industrias de Aceite S.A.,57280,2023-03-28,4182.46,12.27,4170.19,542.12
1020757027,PIL ANDINA S.A.,201621,2023-03-28,1392.78,3.2,1389.58,180.65
1020539025,INDUSTRIAS VENADO S.A.,284222,2023-03-28,290.52,21.42,269.1,34.98
1020539025,INDUSTRIAS VENADO S.A.,284217,2023-03-28,4139.32,27.48,4111.84,534.54
1020539025,INDUSTRIAS VENADO S.A.,284186,2023-03-28,2457.11,196.83,2260.28,293.84
1017655025,BIS OVERSEAS BOLIVIA S.R.L.,2100,2023-03-28,814.6,0.0,664.91,86.44
1028159020,INPASTAS S.A.,30587,2023-03-27,1763.2,0.0,1763.2,229.22
1020757027,PIL ANDINA S.A.,199280,2023-03-27,1673.1,8.0,1665.1,216.46
1020229024,C.B.N.,86088,2023-03-27,5388.31,0.0,4648.06,604.25
1020229024,C.B.N.,86089,2023-03-27,1351.01,0.0,1020.74,132.7
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,26383,2023-03-27,149.4,0.0,149.4,19.42
1020757027,PIL ANDINA S.A.,196124,2023-03-25,2468.76,48.46,2393.42,311.14
1020317028,MINOIL SA,41022,2023-03-25,592.44,0.0,592.44,77.02
1020317028,MINOIL SA,41021,2023-03-25,657.95,0.0,657.95,85.53
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,436662,2023-03-25,676.81,0.0,590.41,76.75
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,436661,2023-03-25,2036.62,0.0,1842.28,239.5
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,436660,2023-03-25,6648.08,0.0,5848.0,760.24
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,17,2023-03-24,20.48,0.0,20.48,2.66
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,16,2023-03-24,302.28,0.0,302.28,39.3
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,15,2023-03-24,20.48,0.0,20.48,2.66
199426022,INDUSTRIAS AJEBOLIVIA S.A.,439192,2023-03-24,280.0,0.0,248.32,32.28
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,125293,2023-03-24,984.83,0.0,984.83,128.03
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,125276,2023-03-24,107.33,4.65,102.68,13.35
1028547029,FRIGORIFICO DEL ORIENTE S.A.,1474,2023-03-24,395.75,0.0,395.75,51.45
1028547029,FRIGORIFICO DEL ORIENTE S.A.,1473,2023-03-24,444.5,0.0,444.5,57.79
1023233029,Industrias de Aceite S.A.,56910,2023-03-24,234.0,2.34,231.66,30.12
1020757027,PIL ANDINA S.A.,195059,2023-03-24,1398.62,24.66,1336.52,173.75
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,23,2023-03-24,866.31,2.76,863.55,112.26
1020757027,PIL ANDINA S.A.,190581,2023-03-23,995.5,5.26,990.24,128.73
1020493029,COMPAÑIA DE ALIMENTOS LTDA,3471,2023-03-23,1440.04,44.0,1396.04,181.49
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,124053,2023-03-22,1043.06,0.0,1043.06,135.6
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,123992,2023-03-22,182.55,27.9,154.65,20.1
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,123987,2023-03-22,811.07,0.0,811.07,105.44
1028737025,Ingenio Azucarero Guabirá,2601,2023-03-22,3750.0,0.0,3750.0,487.5
1028737025,Ingenio Azucarero Guabirá,2525,2023-03-22,800.0,0.0,654.4,85.07
1028703022,MAYOREO Y DISTRIBUCION S.A.,1086,2023-03-22,2607.03,0.0,2607.03,338.91
1023233029,Industrias de Aceite S.A.,56567,2023-03-22,1088.99,10.88,1078.11,140.15
1020757027,PIL ANDINA S.A.,189051,2023-03-22,1886.11,19.28,1866.83,242.69
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,418082,2023-03-22,1420.88,0.0,1295.02,168.35
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,418083,2023-03-22,404.32,0.0,380.41,49.45
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,418084,2023-03-22,210.0,0.0,210.0,27.3
1020757027,PIL ANDINA S.A.,186750,2023-03-21,1945.18,25.85,1910.13,248.32
1020647023,AIDISA - BOLIVIA S.A.,10312,2023-03-21,266.0,13.3,252.7,32.85
1020647023,AIDISA - BOLIVIA S.A.,10311,2023-03-21,4512.14,179.87,4332.27,563.2
1020539025,INDUSTRIAS VENADO S.A.,277835,2023-03-21,150.34,0.0,150.34,19.54
1020539025,INDUSTRIAS VENADO S.A.,277810,2023-03-21,410.83,0.0,410.83,53.41
1020539025,INDUSTRIAS VENADO S.A.,277809,2023-03-21,2527.54,74.64,2452.9,318.88
1028159020,INPASTAS S.A.,29572,2023-03-20,447.2,0.0,447.2,58.14
1023233029,Industrias de Aceite S.A.,56248,2023-03-20,1115.79,11.16,1104.63,143.6
1023233029,Industrias de Aceite S.A.,56235,2023-03-20,5162.14,40.83,5121.31,665.77
1020757027,PIL ANDINA S.A.,183130,2023-03-20,1652.3,35.78,1616.52,210.15
1020229024,C.B.N.,79298,2023-03-20,1798.0,0.0,1430.38,185.95
1020229024,C.B.N.,79299,2023-03-20,154.5,0.0,137.22,17.84
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,25836,2023-03-20,648.0,0.0,648.0,84.24
1020757027,PIL ANDINA S.A.,180199,2023-03-18,1800.3,10.5,1789.8,232.67
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,400744,2023-03-18,214.2,0.0,194.04,25.23
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,400743,2023-03-18,1030.19,0.0,972.99,126.49
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,400742,2023-03-18,1628.8,0.0,1492.0,193.96
229728029,IMPORTADORA LOGMARK ESAPRO S.A.,31,2023-03-17,262.34,0.0,262.34,34.1
199426022,INDUSTRIAS AJEBOLIVIA S.A.,436431,2023-03-17,129.0,0.0,119.78,15.57
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,119612,2023-03-17,954.25,0.0,954.25,124.05
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,119609,2023-03-17,456.2,0.0,456.2,59.31
1020757027,PIL ANDINA S.A.,179074,2023-03-17,1096.5,9.68,1086.82,141.29
1006843022,PROMOTORA DE EVENTOS S.A. PROESA,19,2023-03-17,511.05,7.1,503.95,65.51
1020757027,PIL ANDINA S.A.,174561,2023-03-16,1084.58,0.96,1083.62,140.87
1020649021,COMPANEX BOLIVIA S.A.,1419,2023-03-16,2577.2,0.0,2577.2,335.04
1028703022,MAYOREO Y DISTRIBUCION S.A.,557,2023-03-15,472.4,0.0,472.4,61.41
1028703022,MAYOREO Y DISTRIBUCION S.A.,556,2023-03-15,1365.29,0.0,1365.29,177.49
1023233029,Industrias de Aceite S.A.,55704,2023-03-15,1556.42,15.57,1540.85,200.31
1020757027,PIL ANDINA S.A.,172994,2023-03-15,1912.86,11.4,1901.46,247.19
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,380762,2023-03-15,1149.14,0.0,1115.12,144.97
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,380761,2023-03-15,942.73,0.0,831.85,108.14
1007039026,EMBOTELLADORAS BOLIVIANAS UNIDAS S.A. EMBOL S.A.,380763,2023-03-15,199.73,0.0,179.29,23.31
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,116443,2023-03-14,820.7,0.0,820.7,106.69
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,116442,2023-03-14,405.24,0.0,405.24,52.68
1020757027,PIL ANDINA S.A.,169008,2023-03-14,1712.9,11.24,1701.66,221.22
1020539025,INDUSTRIAS VENADO S.A.,272420,2023-03-14,31.2,0.0,31.2,4.06
1020539025,INDUSTRIAS VENADO S.A.,272416,2023-03-14,1377.16,136.02,1241.14,161.35
1020539025,INDUSTRIAS VENADO S.A.,272415,2023-03-14,877.21,0.0,877.21,114.04
1020539025,INDUSTRIAS VENADO S.A.,272414,2023-03-14,80.88,0.0,80.88,10.51
1020539025,INDUSTRIAS VENADO S.A.,272413,2023-03-14,1994.27,39.48,1954.79,254.12
1015067025,OPERACIONES DEL PACIFICO LTDA.,989,2023-03-14,195.0,0.0,195.0,25.35
403420021,VEMASSA ALIMENTOS Y BEBIDAS S.A.,23005,2023-03-14,63.14,8.06,48.36,6.29
1028159020,INPASTAS S.A.,28723,2023-03-13,645.4,0.0,645.4,83.9
1023233029,Industrias de Aceite S.A.,55221,2023-03-13,5553.99,42.78,5511.21,716.46
1020757027,PIL ANDINA S.A.,166880,2023-03-13,1904.3,1.53,1902.77,247.36
1020229024,C.B.N.,72347,2023-03-13,2168.0,0.0,1624.12,211.14
671866015,ETEROVIC NIGOEVIC NICOLAS GONZALO,25361,2023-03-13,880.4,0.0,880.4,114.45
1028779020,GRANJA AVICOLA INTEGRAL SOFIA LTDA.,114682,2023-03-11,820.21,0.0,820.21,106.63
1028547029,FRIGORIFICO DEL ORIENTE S.A.,1246,2023-03-11,186.25,0.0,186.25,24.21
