id_producto,nombre_producto,Precio
78933354,Dove invisible dry 50 ml.,14.0
75080150,Dove invisible dryy,22.0
7791293047409,Dove largos fuertes y flexibles,24.0
7791293048024,Dove men care sport fress,19.0
7791293048031,Dove men invisible dry g,20.0
7791293045542,Dove men sport,25.0
7791293047584,Dove nitucion fucion,40.0
75068066,Dove nutritive secrets,14.0
7791293045405,Dove nutritive secrets ritual crecimiento,28.0
7791293045375,Dove oleo nutricion,24.0
7791293048468,Dove original 87 gr.,23.0
7506306241183,Dove original.,18.0
7779970676104,Dove pack,16.0
7791293045351,Dove reconstruccion completo,30.0
7891150043220,Dove recuperacion extrema,30.0
7891150062771,Dove ritual detox acondicionador,29.0
7791293045504,Dove ritual reparacion,36.0
75076436,Dove tono uniforme 50 ml,19.0
7791293047645,Dove ultra cuidado,40.0
7891150076068,Dove unidades,17.5
7891000115633,Dow chow adulto carne,6.0
7891000115695,Dow chow cachorros,5.0
399,Downy 800 ml,30.5
7506295368854,Downy 85 ml,3.5
7506339397109,Downy Adorable,20.0
7501001109172,Downy Libre Enjuague Elegance,20.0
7500435126045,Downy elegance,30.5
401,Downy tango,23.5
777778885,Doña Gusta,5.0
7773160120378,Doña luisa,10.0
7702025120192,Ducal galleta,12.0
7757174553025,Dulce Chicha morada,15.0
7757174459273,Dulce Menta,19.0
7790742104205,Dulce de Leche Colonial de 250g,11.5
226,Dulce de Leche Granja de Oro 250 g,7.0
225,Dulce de Leche Granja de Oro 400g,14.5
7772905000029,Dulce de Leche PIL,10.5
7772905002269,Dulce de Leche Pil 500 g.,17.5
7771224005173,Dulce de Leche Vaquita,9.5
7771200000192,Dulce de Membrillo,13.5
7790080031904,Dulce de Repostero,18.0
7790080031850,Dulce de leche,16.5
7790080031867,Dulce de leche  sancor,10.0
7993799000227,Dulce de leche Apice,11.5
7772905002252,Dulce de leche PIL 1Kg,30.0
228,Dulce de leche SANCOR 400 g,12.5
7798067031510,Dulce de leche deleite 1 kg,35.0
7798067030247,Dulce de leche deleite 400 gr.,15.0
7790080031874,Dulce de leche peq.,12.0
7707014902902,Dulce pig bom,12.0
7898084166414,Dulces yogurt,7.0
7798067030216,Dule de leche deleite 200 g.,8.0
77778259668,Duplex,4.5
609963380619,Durasno Lara,14.5
7774112101636,Durazno  Sofia,21.5
7790580111533,Durazno arcor,2.0
7801256001017,Durazno centauro,12.5
7809635401007,Durazno el vergel,12.5
7790500005065,Durazno en Latados Silvia,15.0
7798085990790,Durazno en lata Okey,14.0
7778608040355,Durazno enlatado Arcor,17.5
46,Duraznos Aconcagua 340gr,14.0
7801800100012,Duraznos Aconcagua 480gr,19.0
7771258180013,Duraznos BON PROVECHO,15.0
7793046080008,Duraznos Dulcor,15.0
123456789012,Duraznos La Viña,12.0
7840029200004,Duraznos Norte,16.0
7772905004843,Duraznos PIL,27.5
1023,Duraznos en Lata MArolio,12.5
7707324641232,D´mujer multiuso,5.0
453678,E mbudo,6.0
7613287867148,ECO,30.0
7759185004008,ELITE DOBLE HOJA Mega rrollo  20x22cm,18.0
7806500404057,ELITE Reutilizable,24.0
7702560045028,ENJUAGUE BUCAL FLUO CARDENT,27.0
7891055020081,ESCOBA CONDOR  MADRI,20.0
7891055003589,ESCOBA CONDOR NOVA,20.0
7891055613405,ESCOVA SANITARIA CON RESIPIENTE,18.0
7891055610213,ESCOVA SANITARIA CONDOR,18.0
7896001020214,ESCURRIDO NOVICA de 9 L,33.0
7771214007194,ESPONJA BRISTAR,6.5
7896001004665,ESPONJA ESFOLIANTE,9.0
7896021622900,ESPONJA PORUS,3.0
4005900496447,ESPUMA DE AFEITAR NIVEA,25.0
7702746142114,ESVELTTA FRUTOS ROJOS  de28g,15.0
7790070014801,EXQUISITA brownies de chocolate,17.0
7898905153692,EXTRARO DE TOMATE BOLONESA,6.0
7613035814776,Ecco Nestle 190gr.,13.0
7777760150018,Eco Bolsa Basurera,22.0
7891360654124,Eco Lapiz de color super soft,65.0
7891360662471,Eco lapis de color super soft 12 unidades,18.0
7891360638483,EcoLapices de Color 48 pzas.,46.0
6949147778691,Ecodim Espiral perfumado,10.0
7771224008952,Ego brownie,22.0
7771260760517,El Pescador,14.5
7771711000018,El ceibo chocolate con mani,14.0
7771711000025,El ceibo chocolate con uvas pasas,14.0
22,El código DaVinci,12.5
7771214006203,El pescador,17.0
7771214006197,El pescador lomito de atun,12.5
21,El señor de los anillos,12.5
7772115700023,El viejo toro,23.0
7759185002165,Elite,7.5
7759185003667,Elite LONDON,8.0
7759185006149,Elite Mickey,8.5
310,Elite Plus doble hoja,9.0
309,Elite Ultra,6.0
7806500166221,Elite doble hoja,10.5
7806500165002,Elite maxima suavidad,7.5
7759185008457,Elite triple hoja.,17.0
314,Elite ultra doble hoja,5.0
7896366207039,Embalagens plasticas,7.0
70000659871,Embutido de Pollo,8.0
6947860502074,Emgranpadora Stapler pequeño,12.5
7000054150123,Empanadas,2.0
7774904401784,Emulsion Corporal CARISSA ALOE VERA de 600ml,14.0
3086126612027,Encendedor BX7,2.0
3086123206878,Encendedores,2.0
7772115001427,Energy Rush9,9.0
7750082010147,Engrampadora Artesco,30.0
7807265038457,Engrampadora isofit,48.0
7807265038105,Engrampadora isofit.,24.0
6947860586210,Engrampadora stapler,12.0
6940246900082,Engrampadora stapler a207,10.0
5010255020055,Engrapadora,22.0
7509546686660,Enjuague Bucal Colgate,18.0
1671,Enjuague Bucal Colgate LUminous White,16.5
1672,Enjuague Bucal Colgate Plax ICE 500ml,35.5
1670,Enjuague Bucal Colgate Plax Plus,17.0
7501086453030,Enjuague Bucal ORAL B 500ml Hierba Buena,26.0
1396,Enjuague Bucal ORAL B Noche 500ml,33.0
7891024042625,Enjuague Bucal Promocion,28.0
7891024136119,Enjuague Bucal c/Fluor 1000 ml,38.5
7774900000097,Enjuague Selfy Hierbas,35.0
7891010619411,Enjuague bucal Anti sarro,30.0
7891024033067,Enjuague bucal Colgate ice glacial,25.0
7891010959302,Enjuague bucal antimanchas,18.0
7751851001021,Enjuague bucal dento menta glacial,8.5
7891024130810,Enjuegue Bucal Soft 1000,38.5
7804612130918,Enscendor Ronson,9.5
3086126612058,Ensendedor,38.0
7771207002366,Escabeche de verduras,9.0
70000529845,Escarapelas,1.0
7805080140034,Escoba,25.0
7758436000448,Escoba DAYR,20.0
7779970435602,Escoba Huraca,17.0
7755188000467,Escoba Lorito Barbarita,14.0
7755188000474,Escoba Lorito Candi,10.0
2060358374503,Escoba Maxima,17.0
7755188000504,Escoba Muñeca,12.0
7758436000714,Escoba PLATANAZO,23.0
7752159000945,Escoba PRIMAVERA,22.0
7779970431284,Escoba TODO UTIL,14.0
7779970435596,Escoba Tornado,10.0
659525526177,Escoba la suavecita,17.0
659525593230,Escoba lorito la arrasadora,23.0
7758436004774,Escoba verde,34.0
7779970430560,Escoba-peq.,10.0
6931598201484,Escobas,14.5
700000580012,Escobilla de Baño,6.0
7790345708008,Escobillon RINA,18.5
7790345108006,Escobillon SAMANTA,25.0
7755188000016,Escobillon lorito,24.0
777474444,Escoch,2.0
7891055606308,Escova Lva Tenis,10.0
700000256651,Esencia de Vainilla,2.5
7772830180780,Esencia vainilla MIKI 1l,17.0
700002500010,Esfera de Plastoformo,1.5
7896001004597,Esfre bomfibra abrasiva,8.0
7891079006016,Espaguete instantaneo,16.0
6956187413222,Esparragos Verdes,20.0
65778,Espejo posador,27.0
7919721996109,Espiral eco,6.5
5060135372859,Esponja,5.0
6950192003270,Esponja 3 en 1,6.0
7771259808015,Esponja Brilhante,5.0
7896001045149,Esponja Brilhus,5.0
7777200010544,Esponja Brite,5.5
7896314707659,Esponja ESPRELUX,5.5
7896021624553,Esponja Limpiamano,5.5
7891040299614,Esponja Limpieza Pesada,8.0
7453038405973,Esponja Multiuso Matrix,6.0
7891040198726,Esponja Tinido,5.0
7891055521410,Esponja condor,5.0
6944956014596,Esponja de Baño,6.0
7891040001187,Esponja de baño,6.0
6936460538668,"Esponja de baño,",6.5
6955692660367,Esponja de baño.,6.5
7896001044500,Esponja max,4.0
7896021623501,Esponja porus,6.0
1283,Esponjas Esfrebom,7.0
7891040104109,EsponjitA,10.0
7790037000311,Espuma,12.0
047400130906,Espuma de Afeitar Gillete Series,21.0
7702018273867,Espuma de afeitar,27.0
7790037000373,Espumas Rey Momo,12.0
7758436000028,Esquinero,18.0
6925411468864,Estilete,2.0
7772110000715,Estirpe  VINO ROSADO de 700cc,23.0
7772110000685,Estirpe VINO ROSE,24.0
7898905153968,Estracto de Tomate Bonare,3.5
173,Estrellitas 240gr,17.0
7750082207578,Estuche Geometrico,7.5
7750082054684,Estuche Geometrico A.,8.5
MADISON8327,Estuche para boligrafos,25.0
7154112101070,Expres sofia hamburguesa,24.5
7891118025633,Extra Chicle,11.5
7776570150218,Extra Mega Perlita,18.0
7771214006777,Extracto de Tomate Kris,4.0
7840029870313,Extracto de Tomate Norte,4.0
7771214006784,Extracto de tomate 70 g.,1.5
7702026311179,FAMILA PROTEC,13.0
7771609002742,FANTA MANDARINA,15.0
7771609003176,FANTA MANDARINA,7.5
9780955883002,FANTA PAPAYA,9.0
7896041155518,FEJOL CASERO de 420g,8.0
7891000241158,FELIX,6.0
7790290000523,FERNET BRANCA,113.0
7861007915062,FIDEO RAPIDITO,5.0
7772619000070,FIDEO ROSCA,5.5
7896366207558,FILME DE PVC  para embalar,10.0
7898416307881,FILME DE PVC 100 m,27.0
7898921466394,FILME DE PVC de 15m,7.0
7896366207565,FILME DE PVC de 28cmx 100cm,23.0
278,FINO 1 lt,12.0
276,FINO 1/2 lt,6.5
280,FINO 2lt,24.0
277,FINO Light,7.5
279,FINO Light 1lt,17.0
283,FINO Light 5 lt,77.0
281,FINO Linght 2 Lt,32.5
1126,FINO Metal Activ,17.0
1388,FIXER DInazul  Extra fuerte,17.5
7774904402965,FIXER FUERTE 250 G,12.0
1386,FIXER efecto humedo 500gr,19.0
7774904282024,FIXSER EFECTO HUMEDO,9.0
7771214001833,FLAN sabor a Vainilla 1000g,31.0
7750885021234,FRAC    VAINILLA,13.5
1585,FRAC Chocolate,6.5
7802215512285,FRAC Vainilla,5.0
1584,FRAC clasica,6.5
1586,FRAC vainilla,6.5
7771817081065,FRUTE MATES,23.0
7771817080099,FRUTE MATES 50 SOBRES,22.0
7771702000478,FRUTUX de 150gr.,6.0
7754111561990,Faber Castell,36.0
7754111012256,Faber Castell 36,35.0
7891360638605,Faber Castell Acuarelable 24 unidades,40.0
7754111020510,Faber castel Trifolux,15.0
7891360577638,Faber castell colores 12 unidades,15.0
7891360663034,Faber castell con estuche de 24 colores,30.0
7771609001455,Fabta 300 ml.,3.0
789522222,Fabulas de esopo,10.0
100000042158,Fabulas de esopo por edicion,12.0
7772606000182,Famosa harina,9.0
7772606000205,Famosa vitaplus,15.0
7771609000854,Fanta 2 Lts,9.0
864,Fanta 2.5 l,13.0
7770609000915,Fanta 2.5 l.,12.0
7771609001653,Fanta 3 l.,15.0
7771609000144,Fanta 600ml.,4.0
7771609001189,Fanta Guarana,15.0
7771609001639,Fanta Guarana 3 Lts.,15.0
7771609001165,Fanta Guarana 500 ml.,5.0
7771609004166,Fanta Limon 2L,11.0
7771609004203,Fanta Limon 3l.,15.0
7771609004142,Fanta Limon de 300ml,3.0
7771609004159,Fanta Limon de 500ml.,5.0
849,Fanta Mandarina no retornable 2 l,12.0
7771609002667,Fanta Manzana,5.0
7771609001646,Fanta Naranja 3 L.,15.0
7771609000861,Fanta Papaya,15.0
7771609003169,Fanta Papaya 2 lts.,9.0
7771609000847,Fanta Papaya 500cc.,5.0
7771609003114,Fanta Retornable de 2.5 lts.,12.0
7771609003688,Fanta Uva 2 lts.,10.0
7771605000650,Fanta mandarina 500cc,5.0
7771609004609,Fanta naranja 1.5 l.,7.0
852,Fanta naranja 2 l,9.0
890,Fanta naranja 500 ml,5.0
850,Fanta naranja no retornable 2 l,11.0
7771609004593,Fanta papaya 1.5 l.,7.0
7771609003145,Fanta retornable,10.0
7775005007448,Fantasy Amb.Cedron,13.0
7775005008469,Fantasy Amb.brisa marina,12.0
7896902209114,Farmax  Acetona   100ml,7.5
6920790366503,Fastener,12.0
7790673000102,Favinco Vinagre de Alcohol,8.0
7790673000041,Favinco Vinagre de Alcohol 500cc,5.5
7790673000065,Favinco Vinagre de Manzana,9.0
7790673000126,Favinco vinagre de manzana,13.0
7790139101176,Favinco vinagre de manzana.,13.0
037000455363,Febreze air Effects Spring y renewal,34.0
037000812517,Febreze air Effects mediterraneo lavender,34.0
7891000311790,Felix cangrejo,6.0
7891000241066,Felix classic,6.0
7891000241134,Felix pescado blanco,5.5
7891000311837,Felix salmon y carne,6.0
6920080718005,Fem Surolo,2.5
6971605180425,Ferdyy,6.0
966,Fernet BRANCA,60.0
7896008100322,Fernet Dierva,40.0
7773400000040,Festival galleta dulce,6.5
1588,Fibra Cracker Crick,7.0
7798136920660,Fibran trapo,8.0
fideo,Fideo,4.0
7000004589,Fideo Bonabelli,4.5
3007,Fideo Del Pais,6.0
7750243294867,Fideo Don Vitorio,7.5
7772606000021,Fideo Famosa,5.0
7772606000175,"Fideo Famosa ,,,",5.0
265,Fideo La Suprema,5.0
7772500000370,Fideo Lazzarroni linguini,5.0
7773103002709,Fideo Nutregal co,4.0
7840185785513,Fideo farfalle,7.0
7772509210077,Fideo finor,5.0
7772500000158,Fideo lazzaroni 900 g.,7.0
7772500000387,Fideo lazzaroni taglitella,5.0
7772500000448,Fideo lazzarroni,4.0
7750243058681,Fideo nutregal,3.5
7750243059305,Fideo nutregal caracol chico,3.5
7773103002594,Fideo nutregal gusanito,4.0
7773103002679,Fideo nutregal rigatoni,4.0
7840185785537,Fideo sedani,7.0
7772506000008,Fideo spiga,3.5
7750243294881,Fideos Don Victorio Codo Rayado,7.5
1129,Fideos LAzaroni 400gr,4.5
263,Fideos Lazzaroni Tagliatella,5.0
7750243058643,Fideos Nutregal,4.5
7750243042444,Fideos Nutregal Rigatoni,4.5
7772619000087,Fideos Suprema 1 Kg.,7.0
266341,Fideos al huevo,6.5
7772500000493,Fideos con Quinua Lazzaroni,8.0
7771214004865,Fideos instantaneos,2.5
7774440190043,Fifitos 150 gr.,7.0
7774440190012,Fifitos 360 g.,13.0
456666,Figuras geometricas de madera,27.0
7898930672366,Film 300 m,72.0
7898930672342,Filme de PVC 28cm.,34.0
7898930672335,Filme de pvc,10.0
7771901000767,Finger de pollo,15.0
1128,Fino 5L,58.5
7773103002488,Fino aceite de oliva,40.0
7773103002495,Fino aceite de oliva 500 ml.,67.0
7613036335614,Fitness Nescafe light,45.5
7774904280037,Fixer 50g,4.0
7774904402774,Fixer black edition,10.0
7774904288583,Fixer con Filtro UV,14.0
7774904402996,Fixer efecto humedo,12.0
7774904402767,Fixer ice efecto frio,10.0
7774904402798,Fixer super extra fuerte,11.5
554,Fixer transparente 500 g,19.0
557,Fixer verde 200 g,8.5
553,Fixer verde 500 g,18.0
7772602001282,Flakes 850 gr.,28.0
7772602001626,Flakes Princesa,13.0
7772830210401,Flan Frutilla,4.5
7790580134006,Flan Godet Chocolate,7.0
7790580149505,Flan Godet Dulce de Leche,7.0
7790580135003,Flan Godet Vainilla,7.0
1082,Flan Kris vainilla,3.0
7771214006791,Flan Vainilla 120gr.,5.5
7772830210364,Flan Vainilla dely,4.5
7772830210494,Flan de Chocolate,4.5
7771260761477,Flan sabor frutilla,5.5
77777121400182671214,Flan vainilla,3.0
2586,Flexo,5.0
70000250114153,Flips t/carta,2.0
026964770889,Flor de Caña 5 Años,142.0
026964449952,Flor de Caña Añejo,81.0
026964690262,Flor de Caña Ron,135.0
6907420090175,Foco Led,20.0
8718699682118,Foco PHIILIPS,15.0
8718291798965,Foco Philips 100w.,20.0
8710619394828,Foco led 7 w,11.0
4897038070244,Foco phelimax,14.0
8888021303841,Foco rayovac,10.0
7894400001162,Focos 100 W. PHILIPS,3.0
7894400001148,Focos 60 W.PHILIPS,3.0
77701250,Focos Led,25.0
8710619394927,Focos Led 4927,14.0
8710619394842,Focos Led 7 w,11.0
6907896537723,Focos Luminar,10.0
8718699608347,Focos philips,12.5
7898921466387,Fogao protector de aluminio,10.0
7501249808325,Folder Amarillo,1.0
7898930672472,Folha de Aluminio,14.0
7896366207336,Folha de Aluminio Peq.,5.0
7896902209176,Formax Acetona  200ml,13.0
7896007942633,Fosforo,4.0
7896007921256,Fosforo Fiat lux,4.0
9770167968680,Fosforo de coicna,7.0
67,Fosforos OLHO,5.0
68,Fosforos Parana,4.0
7774904405751,Four loko rose,35.0
7774904288965,FourdLoko Azul,22.0
7774904288941,FourdLoko Rojo,22.0
7750885012911,Frac,10.0
7750885001359,Frac 6 Unidades,10.0
7802215512261,Frac Clasica,5.0
7750885012928,Frac Peq.,2.0
7750885021050,Frac sabor chocolate,9.5
7750885021098,Frac sabor vainiklla,9.5
7896292341197,Fradelli motecito,5.0
3154145596304,Franela,3.5
7775000009850,Frejol  Negro,10.0
7775000009867,Frejol Rojo,10.0
8697817873570,Fresh Runy,10.0
7771901000682,Fridosa de res amarillo,5.0
7771901000835,Fridosa muslitos,16.5
7771901000408,Fridosita Express,4.5
7787888,Frijol 250 g.,3.0
70000259841,Frijol Blanco,19.5
7000000586321,Frijol Rojo,7.5
7777777477,Frijol negro,5.5
7770109320059,Frijol rojo 450 g,8.5
7896755500383,Fronteira piña,17.0
7896755500451,Fronteria menta black,17.0
7702103519580,Froop loop 350 g,33.5
7702103001115,Froot Loops 370g,32.0
7509552874105,Fructis shampoo,36.0
7750885007566,Frugele,27.0
7771224006392,Frush 140 ml.,1.0
7771224007269,Frush tamarindo,1.0
7771214004261,Frussion Durazno,11.0
7771214004735,Frussion Naranja,11.0
7771214005572,Frussion Naranja 3,10.0
7771620230827,Frut Uva,2.0
7771620230704,Frut mango,2.0
7778965666,Frut-cito,9.0
878,Frutal durazno 200 ml,3.0
870,Frutall manzana 1 l,9.0
879,Frutall manzana 200 ml,3.0
7771817081454,Frute Frutos Rojos,12.5
7771817081423,Frute Infusion de Piña,10.5
7771817080198,Frute Menta,9.0
70002512013,Fruteros,32.0
6922235801136,Frutigel,9.0
45,Frutillas Wasil 410gr,14.0
1020,Frutillas en Lata Aconcagua,19.0
7771259753773,Frutss Piña,3.0
7771259754978,Frutss Pura Vida 3lts. Durazno,17.0
7771259754985,Frutss Pura Vida 3lts. Manzana,17.0
7771817080136,Frutte 50 sobres,23.0
7771817081416,Frutte Durazno,9.5
7771817081379,Frutte Infusion Duermete,14.5
7771817080167,Frutte Manzanill,7.5
7771817080112,Frutte Te Forma,18.5
7771817080792,Frutte Te Verde,22.0
7771702000522,Frutux,17.0
14,Funda Movil,5.8
70000041259841,Fundas Plasticas,0.5
815154023900,Fury Energy,8.0
7771257590011,GALETAS DE CHAMPAN,10.0
7773401003286,GALLETA,1.0
7779604120218,GALLETA  ALINA  Avena y pasas de una 228g,12.0
7772619004184,GALLETA  INFINITA,10.0
7779604120225,GALLETA ALINA Granola y mani 228g,12.0
7773400000019,GALLETA DE AGUA TRADICIONAL de   1  kg,34.0
7750885021340,GALLETA DOBLON  375G,20.0
7750885021258,GALLETA FRAC CHOCOLATE,13.5
7750885021074,GALLETA FRAC CLASICA,9.5
7896003738421,GALLETA MARILAN  DE LECHE  de 300g,8.0
7622201701024,GALLETA RITZ,5.0
7773400000286,GALLETA SALVADO  NATURAL de 1kg,33.0
7772619003774,GALLETA SUPREMA CRACKERS de 1KG,24.0
7861004911241,GALLETAS  SALTICAS de 210g,8.0
7790628102646,GALLETAS - CHAMPAN,16.0
7891962036915,GALLETAS BAUDUCCO avellana,8.0
7891962032283,GALLETAS BAUDUCCO frutilla,8.0
7891962032115,GALLETAS BAUDUCCO limon,6.5
7891962036892,GALLETAS BAUDUCCO nueces,6.0
7891962032306,GALLETAS BAUDUCCO vainilla,8.0
7798125810477,GALLETAS CHIPS de COLORES  de 300 g,10.0
7773400004086,GALLETAS FRANCESA DE COCO,11.0
7896003719840,GALLETAS MARILAN,5.0
7773400000071,GALLETAS PARIS LA FRANCESA,17.0
7779604010595,GALLETAS SAN GABRIEL HERRADURAS,12.0
7891008121476,GAROTO SERENATA AMOR  de 148.5g,17.0
1527,GAlletas Chocolin,8.5
1591,GAlletas Chocolinas,13.0
1547,GAlletas Salvado Integral 1kg,35.0
7774904260022,GEL,5.0
7790778071229,GEL  FIJACION VO5,12.0
7501199416861,GEL  XTREME,5.0
7774904406284,GEL AVENGER,14.0
7506306206045,GEL AXE A drenalina de 250g,9.0
7506306204379,GEL AXE URBAN  de500g,16.0
1114904285537,GEL CARICIA,10.0
7774904289139,GEL SANITIZADOR Uvas del campo  1L,25.0
7771214002502,GELATINA  LIGHT FRUTILLA,8.0
7771214001970,GELATINA CEREZA 1K.,27.0
7771214002519,GELATINA LIGHT CEREZA,8.0
7771214002526,GELATINA LIGHT NARANJA,8.0
7771214002533,GELATINA LIGHT PIÑA,8.0
7790828103986,GIGANTE antibacterial,40.0
7790828102262,GIGANTE lavanda,40.0
7702018874750,GILLETTE  Prestobarba 3,30.0
7500435140607,GILLETTE HYDRA GEL CON VITAMINA E,32.0
7790520988362,GLADE,17.0
7790520996633,GLADE AIRE DE PLAYA,10.0
7790520998279,GLADE DE LIMON,10.0
7790520998200,GLADE DEFLORES TROPICALES,10.0
7790520998187,GLADE ENCANTO DE VAINILLA,10.0
7750885022996,GOLAZO,30.0
7790580131753,GOLDET MARMAOLADO,20.0
7133,GRAMPAS cobre strong,4.0
7771214008900,GUANTES BRISTAR   L,7.5
7771214008894,GUANTES BRISTAR   M,7.5
7771214008887,GUANTES BRISTAR   S,7.5
7506309862057,GUILLETTE CLEAR GEL,26.5
00010788,GUantes asatex gloves,8.0
7771258140475,GUstoso sardinas 155 g.,6.0
7773435370064,Galleta  GUSTOSSI en Bandeja,12.0
7773401006539,Galleta  fitness CHIA,8.5
7773401006898,"Galleta ,abel vainilla w",4.5
7779604012094,Galleta ABUELA,7.0
7779604120263,Galleta ALINA CHIPS  VAINILLA de 228g,12.0
7802225640770,Galleta BON O BON,12.0
7773435370286,Galleta Cracker de Harina Integral de 240 g,5.0
7702025113132,Galleta DUCAL,11.0
7773435370545,Galleta Dulces SURTIDAS  de 850,12.5
1549,Galleta Fibra Cracker Crick,30.0
7773435370316,Galleta Gustossi,12.5
7772619001817,Galleta Ligera 1 kg.,16.0
7772619001800,Galleta Ligeras 170 g.,3.0
7772629001886,Galleta MARIA BONITA,3.5
7773401003934,Galleta Mabel,7.0
7772619001886,Galleta Maria Bonita,3.5
7771223000124,Galleta Maria Ferrari Chezzi,6.5
7771257590158,Galleta Mini Crackers,0.5
7622210110244,Galleta OREO,1.5
777701225,Galleta San Gabriel,13.0
7772619001749,Galleta Ula Ula,6.0
7773401003859,Galleta Yapita,1.5
7772619004207,Galleta avena miel y canela,5.0
7773401006904,Galleta coco,3.5
7771223000155,Galleta de Leche peq.,3.0
7773435370309,Galleta de agua GUSTOSSI de 60g,1.0
7772602002395,Galleta de avena con almendra,13.0
7772602002425,Galleta de avena con pasas,13.0
74125063,Galleta de chuño,11.0
7750885021197,Galleta frac clasico,13.5
7773435370842,Galleta gustosito,1.5
7773401002722,Galleta mabel Maria,3.5
7772602003095,Galleta ricositas,6.5
7802225688765,Galleta rockletes chocolate,12.0
7772619004061,Galleta wafa frutilla,2.0
7773401006874,Galleta wafer chocolate,4.5
7773401006881,Galleta wafer frutilla,4.5
7773435700052,"Galleta,",10.0
7772619002456,Galletas  ULAULA de 300g,5.5
1594,Galletas Bauducco,6.0
7891962037028,Galletas Bauduco triple choc,5.0
7773400001306,Galletas Bodas de Oro La Fancesa,21.5
7750885002172,Galletas Costa Agua Llight,9.0
1548,Galletas Cracker Crick  1kg,30.0
1530,Galletas Crackers,8.5
1546,Galletas Crackers 1kg,35.0
1531,Galletas Crackers Crick,7.0
1529,Galletas Crackers con Quinua,7.0
7779604011592,Galletas Cricks,1.0
7773400003478,Galletas Cristmas,17.0
1566,Galletas Diversion,12.5
7773400002815,Galletas Dulces La Francesa,11.0
7773435370538,Galletas Dulces SURTIDAS Gustossi,6.5
7779604010502,Galletas Dulces de San Gabriel,31.0
7773435370491,Galletas Gustossi Animalitos,7.0
7790040136069,Galletas Hogareñas,8.5
7772619001909,Galletas INFINITAS de CHOCOLATE de 170g,4.5
1592,Galletas Integral,8.5
7773400002808,Galletas Jo Jo Jo La Fancesa,15.0
7773401003972,Galletas Mabel,16.0
7773401004603,Galletas Mabel Surtido Especial,14.0
1605,Galletas Mana Rellenas Limon,7.5
7790040439207,Galletas Mana Rellenitas Vainilla,7.5
793062024540,Galletas Marilan Fresa 115g,3.0
7773435370514,Galletas ROS QUITAS de 400g,7.5
1609,Galletas Salvado 90g,1.5
7779604010557,Galletas San Gabriel,11.0
1597,Galletas San Gabriel Wafer,1.5
7779604011271,Galletas San Gabriel wafer Frutilla,5.0
7779604011332,Galletas San Gabriel wafer Limon,5.0
1596,Galletas San Gabriel wafer Vainilla,5.0
6925411403285,Galletas San gabriel,9.0
7790040704800,Galletas Serrano,4.0
7773435370439,Galletas Super surtido,25.0
7773435740225,Galletas Surtida de Oro,27.0
7771223000643,Galletas Surtiditas Ferrari,35.5
7773400000095,Galletas Sutidas Paris,33.0
1590,Galletas Tostitas,3.0
1599,Galletas Wafer Mabel Limon,3.0
1600,Galletas Wafer Mabel frutilla,3.0
1603,Galletas Wafer Mabel vainilla,3.0
7773435490083,Galletas con avena,7.5
7773400002785,Galletas de Quinua chips de chocolate,17.0
1589,Galletas de leche,5.5
7772619004221,Galletas infinitas chocolate,10.0
1610,Galletas moraditas,1.5
7771223000179,Galletas reservadas,7.0
7772602003187,Galletas ricositos,24.0
7773401001084,Galletitas mabel 50g Limon,1.5
1593,Galletitas nesquik,7.5
7891334120112,Gamchos de madera,5.0
6949989404642,Gancho para la pared,7.0
6949989425050,Ganchos Plastico,7.0
8989568704921,Ganchos de Lavanderia,6.0
6930662070087,Ganchos de pared,7.0
6956217080295,Ganchos para la pared,6.0
8436036133634,Ganchos para ropa de color,8.0
777032569,Ganchos pequeños,1.0
7750727738825,Gansito,6.0
700000256894,Garbanzo,8.5
7891008225204,Garoto,21.5
7891008109849,Garoto Chocolate en barra,11.5
7891008326604,Garoto Opereta,10.0
7891008113952,Garoto de 250g.,25.0
7792170110568,Gatorade 1.25 lts.,18.0
886,Gatorade azul,6.5
7792170110704,Gatorade litro,18.0
7774904280013,Gel Fixer 500gr.,21.0
7774904288569,Gel Fixer Cool,14.0
7774904281928,Gel Sanit. CARISSA Uvas,13.0
8410412047364,Gel de baño babaria,25.0
7774904406307,Gel fixer marvel,14.0
700001254154,Gel para manos,15.0
742,Gel sanitizador Carissa,12.0
746,Gel sanitizador Carissa citricos,10.0
7774904285513,Gel sanitizador carissa,13.0
102,Gelatina Aroma Chicle,6.0
100,Gelatina Aroma Durazno,6.0
1015,Gelatina Aroma Frambuesa,6.0
98,Gelatina Aroma Fresa,6.0
99,Gelatina Aroma Limon,6.0
101,Gelatina Aroma Naranja,6.0
103,Gelatina Aroma Piña,6.0
7770109590308,Gelatina Aroma tutti fruti,6.0
7771214001949,Gelatina Chicle,5.0
7771224007122,Gelatina Fresquito,1.5
7772802000078,Gelatina Frutigel,4.5
7771214001963,Gelatina Frutilla 920 g.,27.0
104,Gelatina Kris Cereza,7.5
107,Gelatina Kris Frambuesa,7.5
1025,Gelatina Kris Frutilla,7.5
1027,Gelatina Kris Limon,7.5
106,Gelatina Kris Naranja,7.5
1024,Gelatina Kris Piña,7.5
7772830180025,Gelatina Miki,6.5
7772830180919,Gelatina Miki azul,5.5
7772905003327,Gelatina Yely,2.0
7770109590339,Gelatina aroma acai,6.0
7770109590292,Gelatina aroma maracuya,5.5
